edition,edition_id,country_noc,sport,event,result_id,athlete,athlete_id,pos,medal,isTeamSport
2004 Summer Olympics,26,MEX,Weightlifting,"Heavyweight, Women",30413,Damaris Gabriela Aguirre,104608,12,,FALSE
2008 Summer Olympics,53,MEX,Weightlifting,"Middleweight, Women",263096,Luz Acosta,116269,7,,FALSE
2008 Summer Olympics,53,MEX,Weightlifting,"Heavyweight, Women",263114,Damaris Gabriela Aguirre,104608,3,Bronze,FALSE
2012 Summer Olympics,54,MEX,Weightlifting,"Bantamweight, Men",331018,José Montes,121681,5,,FALSE
2012 Summer Olympics,54,MEX,Weightlifting,"Middleweight, Women",331045,Luz Acosta,116269,3,Bronze,FALSE
2016 Summer Olympics,59,MEX,Weightlifting,"Lightweight, Men",354308,Bredni Roque,135171,4,,FALSE
2016 Summer Olympics,59,MEX,Weightlifting,"Lightweight, Women",354380,Mónica Domínguez,131076,8,,FALSE
2016 Summer Olympics,59,MEX,Weightlifting,"Middleweight, Women",354389,Eva Gurrola,131075,5,,FALSE
2016 Summer Olympics,59,MEX,Weightlifting,"Heavyweight, Women",354407,Alejandra Garza,131074,9,,FALSE
2020 Summer Olympics,61,MEX,Weightlifting,"Lightweight, Men",19002029,Jonathan Muñoz,145338,10,,FALSE
2020 Summer Olympics,61,MEX,Weightlifting,"Middleweight, Men",19002038,Jorge Cárdenas,145339,11,,FALSE
2020 Summer Olympics,61,MEX,Weightlifting,"Featherweight, Women",19002092,Ana López,145263,9,,FALSE
2020 Summer Olympics,61,MEX,Weightlifting,"Light-Heavyweight, Women",19002119,Aremi Fuentes,1302077,3,Bronze,FALSE
1996 Summer Olympics,24,SCG,Weightlifting,"Featherweight, Men",30086,Miodrag Kovačić,57051,34,,FALSE
1996 Summer Olympics,24,SEY,Weightlifting,"Light-Heavyweight, Men",30113,Steven Baccus,56646,18,,FALSE
2000 Summer Olympics,25,SEY,Weightlifting,"Lightweight, Women",30251,Sophia Vandagne,94769,13,,FALSE
2004 Summer Olympics,26,SEY,Weightlifting,"Light-Heavyweight, Men",30332,Richard Scheer,104588,12,,FALSE
2008 Summer Olympics,53,SEY,Weightlifting,"Light-Heavyweight, Men",263033,Terence Dixie,116388,13,,FALSE
2016 Summer Olympics,59,SEY,Weightlifting,"Featherweight, Men",354299,Rick Confiance,135848,13,,FALSE
1896 Summer Olympics,1,HUN,Weightlifting,"Unlimited, Two Hands, Men",28511,Momcsilló Tapavicza,226,6,,FALSE
1936 Summer Olympics,11,HUN,Weightlifting,"Featherweight, Men",28828,Jenő Kuti,55962,17,,FALSE
1936 Summer Olympics,11,HUN,Weightlifting,"Middleweight, Men",28856,Gyula Csinger,55944,16,,FALSE
1948 Summer Olympics,12,HUN,Weightlifting,"Bantamweight, Men",28898,Ernő Porubszky,55975,12,,FALSE
1948 Summer Olympics,12,HUN,Weightlifting,"Featherweight, Men",28912,Bálint B. Nagy,55969,15,,FALSE
1948 Summer Olympics,12,HUN,Weightlifting,"Light-Heavyweight, Men",28954,László Buronyi,55941,10,,FALSE
1952 Summer Olympics,13,HUN,Weightlifting,"Featherweight, Men",28998,Bálint B. Nagy,55969,7,,FALSE
1952 Summer Olympics,13,HUN,Weightlifting,"Middle-Heavyweight, Men",29057,László Buronyi,55941,AC,,FALSE
1960 Summer Olympics,15,HUN,Weightlifting,"Bantamweight, Men",29186,Imre Földi,55950,6,,FALSE
1960 Summer Olympics,15,HUN,Weightlifting,"Bantamweight, Men",29186,Árpád Borsányi,55939,14,,FALSE
1960 Summer Olympics,15,HUN,Weightlifting,"Lightweight, Men",29214,Mihály Huszka,55956,6,,FALSE
1960 Summer Olympics,15,HUN,Weightlifting,"Middleweight, Men",29228,Győző Veres,55987,3,Bronze,FALSE
1960 Summer Olympics,15,HUN,Weightlifting,"Light-Heavyweight, Men",29242,Géza Tóth,55985,4,,FALSE
1964 Summer Olympics,16,HUN,Weightlifting,"Bantamweight, Men",29285,Imre Földi,55950,2,Silver,FALSE
1964 Summer Olympics,16,HUN,Weightlifting,"Bantamweight, Men",29285,Róbert Nagy,55970,9,,FALSE
1964 Summer Olympics,16,HUN,Weightlifting,"Middleweight, Men",29327,Mihály Huszka,55956,6,,FALSE
1964 Summer Olympics,16,HUN,Weightlifting,"Light-Heavyweight, Men",29341,Géza Tóth,55985,2,Silver,FALSE
1964 Summer Olympics,16,HUN,Weightlifting,"Light-Heavyweight, Men",29341,Győző Veres,55987,3,Bronze,FALSE
1964 Summer Olympics,16,HUN,Weightlifting,"Middle-Heavyweight, Men",29355,Árpád Nemessányi,55971,6,,FALSE
1964 Summer Olympics,16,HUN,Weightlifting,"Heavyweight, Men",29369,Károly Ecser,55947,5,,FALSE
1968 Summer Olympics,17,HUN,Weightlifting,"Bantamweight, Men",29384,Imre Földi,55950,2,Silver,FALSE
1968 Summer Olympics,17,HUN,Weightlifting,"Featherweight, Men",29398,János Benedek,55938,10,,FALSE
1968 Summer Olympics,17,HUN,Weightlifting,"Lightweight, Men",29413,János Bagócs,55934,6,,FALSE
1968 Summer Olympics,17,HUN,Weightlifting,"Middleweight, Men",29428,Károly Bakos,55935,3,Bronze,FALSE
1968 Summer Olympics,17,HUN,Weightlifting,"Light-Heavyweight, Men",29442,Győző Veres,55987,4,,FALSE
1968 Summer Olympics,17,HUN,Weightlifting,"Middle-Heavyweight, Men",29457,Árpád Nemessányi,55971,6,,FALSE
1968 Summer Olympics,17,HUN,Weightlifting,"Middle-Heavyweight, Men",29457,Géza Tóth,55985,DNF,,FALSE
1972 Summer Olympics,18,HUN,Weightlifting,"Flyweight, Men",29487,Lajos Szűcs,55984,2,Silver,FALSE
1972 Summer Olympics,18,HUN,Weightlifting,"Flyweight, Men",29487,Sándor Holczreiter,55953,3,Bronze,FALSE
1972 Summer Olympics,18,HUN,Weightlifting,"Bantamweight, Men",29502,Imre Földi,55950,1,Gold,FALSE
1972 Summer Olympics,18,HUN,Weightlifting,"Featherweight, Men",29517,János Benedek,55938,3,Bronze,FALSE
1972 Summer Olympics,18,HUN,Weightlifting,"Lightweight, Men",29531,Jenő Ambrózi,55931,6,,FALSE
1972 Summer Olympics,18,HUN,Weightlifting,"Middleweight, Men",29545,Gábor Szarvas,55983,6,,FALSE
1972 Summer Olympics,18,HUN,Weightlifting,"Middleweight, Men",29545,András Stark,55978,7,,FALSE
1972 Summer Olympics,18,HUN,Weightlifting,"Light-Heavyweight, Men",29560,György Horváth,55955,3,Bronze,FALSE
1972 Summer Olympics,18,HUN,Weightlifting,"Heavyweight, Men",29589,János Hanzlik,55952,6,,FALSE
1976 Summer Olympics,19,HUN,Weightlifting,"Flyweight, Men",29617,György Kőszegi,55963,2,Silver,FALSE
1976 Summer Olympics,19,HUN,Weightlifting,"Flyweight, Men",29617,Lajos Szűcs,55984,AC,,FALSE
1976 Summer Olympics,19,HUN,Weightlifting,"Bantamweight, Men",29628,Imre Földi,55950,5,,FALSE
1976 Summer Olympics,19,HUN,Weightlifting,"Bantamweight, Men",29628,Imre Stefanovics,55980,AC,,FALSE
1976 Summer Olympics,19,HUN,Weightlifting,"Middleweight, Men",29656,András Stark,55978,6,,FALSE
1976 Summer Olympics,19,HUN,Weightlifting,"Middleweight, Men",29656,János Komjáti,55961,AC,,FALSE
1976 Summer Olympics,19,HUN,Weightlifting,"Light-Heavyweight, Men",29665,Péter Baczakó,55933,3,Bronze,FALSE
1976 Summer Olympics,19,HUN,Weightlifting,"Light-Heavyweight, Men",29665,Ferenc Antalovics,55932,AC,,FALSE
1976 Summer Olympics,19,HUN,Weightlifting,"Middle-Heavyweight, Men",29674,György Rehus-Uzor,55976,4,,FALSE
1980 Summer Olympics,20,HUN,Weightlifting,"Flyweight, Men",29702,Béla Oláh,55973,4,,FALSE
1980 Summer Olympics,20,HUN,Weightlifting,"Flyweight, Men",29702,Ferenc Hornyák,55954,6,,FALSE
1980 Summer Olympics,20,HUN,Weightlifting,"Bantamweight, Men",29713,Imre Stefanovics,55980,6,,FALSE
1980 Summer Olympics,20,HUN,Weightlifting,"Bantamweight, Men",29713,György Kőszegi,55963,AC,,FALSE
1980 Summer Olympics,20,HUN,Weightlifting,"Light-Heavyweight, Men",29751,Bertalan Mandzák,55965,DNF,,FALSE
1980 Summer Olympics,20,HUN,Weightlifting,"Middle-Heavyweight, Men",29760,Péter Baczakó,55933,1,Gold,FALSE
1980 Summer Olympics,20,HUN,Weightlifting,"Middle-Heavyweight, Men",29760,Ferenc Antalovics,55932,AC,,FALSE
1980 Summer Olympics,20,HUN,Weightlifting,"Heavyweight I, Men",29769,János Sólyomvári,55977,5,,FALSE
1980 Summer Olympics,20,HUN,Weightlifting,"Heavyweight I, Men",29769,László Varga,55986,8,,FALSE
1980 Summer Olympics,20,HUN,Weightlifting,"Heavyweight II, Men",29779,György Szalai,55981,3,Bronze,FALSE
1988 Summer Olympics,22,HUN,Weightlifting,"Flyweight, Men",29888,Béla Oláh,55973,7,,FALSE
1988 Summer Olympics,22,HUN,Weightlifting,"Lightweight, Men",29915,István Kerek,55960,7,,FALSE
1988 Summer Olympics,22,HUN,Weightlifting,"Middleweight, Men",29924,Kálmán Csengeri,55943,DQ,,FALSE
1988 Summer Olympics,22,HUN,Weightlifting,"Light-Heavyweight, Men",29933,István Messzi,55966,2,Silver,FALSE
1988 Summer Olympics,22,HUN,Weightlifting,"Light-Heavyweight, Men",29933,László Barsi,55937,AC,,FALSE
1988 Summer Olympics,22,HUN,Weightlifting,"Middle-Heavyweight, Men",29942,Attila Buda,55940,5,,FALSE
1988 Summer Olympics,22,HUN,Weightlifting,"Middle-Heavyweight, Men",29942,Zoltán Balázsfi,55936,9,,FALSE
1988 Summer Olympics,22,HUN,Weightlifting,"Heavyweight I, Men",29951,János Bökfi,55942,4,,FALSE
1988 Summer Olympics,22,HUN,Weightlifting,"Heavyweight I, Men",29951,Andor Szanyi,55982,DQ,,FALSE
1988 Summer Olympics,22,HUN,Weightlifting,"Heavyweight II, Men",29960,József Jacsó,55957,2,Silver,FALSE
1992 Summer Olympics,23,HUN,Weightlifting,"Bantamweight, Men",29987,Tibor Karczag,55958,6,,FALSE
1992 Summer Olympics,23,HUN,Weightlifting,"Bantamweight, Men",29987,Ferenc Lénárt,55964,9,,FALSE
1992 Summer Olympics,23,HUN,Weightlifting,"Featherweight, Men",29996,Attila Czanka,55945,7,,FALSE
1992 Summer Olympics,23,HUN,Weightlifting,"Light-Heavyweight, Men",30023,László Barsi,55937,14,,FALSE
1992 Summer Olympics,23,HUN,Weightlifting,"Light-Heavyweight, Men",30023,István Mészáros,55967,18,,FALSE
1992 Summer Olympics,23,HUN,Weightlifting,"Middle-Heavyweight, Men",30032,István Dudás,55946,10,,FALSE
1992 Summer Olympics,23,HUN,Weightlifting,"Middle-Heavyweight, Men",30032,István Halász,55951,11,,FALSE
1992 Summer Olympics,23,HUN,Weightlifting,"Heavyweight I, Men",30041,Andor Szanyi,55982,AC,,FALSE
1992 Summer Olympics,23,HUN,Weightlifting,"Heavyweight II, Men",30050,László Németh,55972,12,,FALSE
1992 Summer Olympics,23,HUN,Weightlifting,"Heavyweight II, Men",30050,Tibor Stark,55979,15,,FALSE
1996 Summer Olympics,24,HUN,Weightlifting,"Flyweight, Men",30068,Tibor Karczag,55958,NVL,,FALSE
1996 Summer Olympics,24,HUN,Weightlifting,"Bantamweight, Men",30077,Zoltán Farkas,55948,8,,FALSE
1996 Summer Olympics,24,HUN,Weightlifting,"Featherweight, Men",30086,Adrián Popa,55974,5,,FALSE
1996 Summer Olympics,24,HUN,Weightlifting,"Featherweight, Men",30086,Zoltán Kecskés,55959,8,,FALSE
1996 Summer Olympics,24,HUN,Weightlifting,"Lightweight, Men",30095,Attila Feri,55949,3,Bronze,FALSE
1996 Summer Olympics,24,HUN,Weightlifting,"Lightweight, Men",30095,Gábor Molnár,55968,DNF,,FALSE
1996 Summer Olympics,24,HUN,Weightlifting,"Super-Heavyweight, Men",30150,Tibor Stark,55979,8,,FALSE
2000 Summer Olympics,25,HUN,Weightlifting,"Featherweight, Men",30169,Zoltán Farkas,55948,10,,FALSE
2000 Summer Olympics,25,HUN,Weightlifting,"Middle-Heavyweight, Men",30206,Zoltán Kovács,94734,6,,FALSE
2000 Summer Olympics,25,HUN,Weightlifting,"Heavyweight, Men",30215,Péter Tamtom,94738,DNF,,FALSE
2000 Summer Olympics,25,HUN,Weightlifting,"Super-Heavyweight, Men",30224,Tibor Stark,55979,8,,FALSE
2000 Summer Olympics,25,HUN,Weightlifting,"Light-Heavyweight, Women",30269,Erzsébet Márkus-Peresztegi,94736,2,Silver,FALSE
2000 Summer Olympics,25,HUN,Weightlifting,"Heavyweight, Women",30278,Gyöngyi Likerecz,94735,5,,FALSE
2000 Summer Olympics,25,HUN,Weightlifting,"Super-Heavyweight, Women",30287,Melinda Szik,94737,9,,FALSE
2004 Summer Olympics,26,HUN,Weightlifting,"Bantamweight, Men",30296,László Tancsics,103548,7,,FALSE
2004 Summer Olympics,26,HUN,Weightlifting,"Middleweight, Men",30323,Attila Feri,55949,6,,FALSE
2004 Summer Olympics,26,HUN,Weightlifting,"Heavyweight, Men",30350,Ferenc Gyurkovics,104647,DQ,,FALSE
2004 Summer Olympics,26,HUN,Weightlifting,"Heavyweight, Men",30350,Zoltán Kovács,94734,DQ,,FALSE
2004 Summer Olympics,26,HUN,Weightlifting,"Light-Heavyweight, Women",30404,Eszter Krutzler,104614,2,Silver,FALSE
2004 Summer Olympics,26,HUN,Weightlifting,"Heavyweight, Women",30413,Gyöngyi Likerecz,94735,4,,FALSE
2004 Summer Olympics,26,HUN,Weightlifting,"Super-Heavyweight, Women",30422,Viktória Varga,104598,4,,FALSE
2008 Summer Olympics,53,HUN,Weightlifting,"Middleweight, Men",263024,János Baranyai,116373,DNF,,FALSE
2012 Summer Olympics,54,HUN,Weightlifting,"Super-Heavyweight, Men",331126,Péter Nagy,125958,8,,FALSE
2016 Summer Olympics,59,HUN,Weightlifting,"Super-Heavyweight, Men",354353,Péter Nagy,125958,10,,FALSE
2020 Summer Olympics,61,HUN,Weightlifting,"Super-Heavyweight, Men",19002074,Péter Nagy,125958,7,,FALSE
1988 Summer Olympics,22,SLE,Weightlifting,"Light-Heavyweight, Men",29933,Percy Doherty,56655,19,,FALSE
2000 Summer Olympics,25,SLE,Weightlifting,"Middleweight, Men",30188,Joseph Bellon,94770,16,,FALSE
1980 Summer Olympics,20,SMR,Weightlifting,"Lightweight, Men",29731,Sergio De Luca,56657,20,,FALSE
1988 Summer Olympics,22,SMR,Weightlifting,"Lightweight, Men",29915,Paolo Casadei,56656,DNF,,FALSE
1924 Summer Olympics,8,POR,Weightlifting,"Featherweight, Men",28565,António Pereira,56553,DNF,,FALSE
1928 Summer Olympics,9,POR,Weightlifting,"Featherweight, Men",28688,António Pereira,56553,11,,FALSE
1960 Summer Olympics,15,POR,Weightlifting,"Bantamweight, Men",29186,Luís Paquete,56554,19,,FALSE
1968 Summer Olympics,17,POR,Weightlifting,"Featherweight, Men",29398,Luís Paquete,56554,DNF,,FALSE
1972 Summer Olympics,18,POR,Weightlifting,"Bantamweight, Men",29502,Raul Diniz,56551,21,,FALSE
1980 Summer Olympics,20,POR,Weightlifting,"Flyweight, Men",29702,Raul Diniz,56551,13,,FALSE
1984 Summer Olympics,21,POR,Weightlifting,"Flyweight, Men",29797,Raul Diniz,56551,AC,,FALSE
1984 Summer Olympics,21,POR,Weightlifting,"Middle-Heavyweight, Men",29852,Francisco Coelho,56550,13,,FALSE
1988 Summer Olympics,22,POR,Weightlifting,"Lightweight, Men",29915,Paulo Duarte,56552,14,,FALSE
1996 Summer Olympics,24,POR,Weightlifting,"Bantamweight, Men",30077,Nuno Alves,56549,14,,FALSE
1984 Summer Olympics,21,SOL,Weightlifting,"Lightweight, Men",29825,Leslie Ata,56659,16,,FALSE
1988 Summer Olympics,22,SOL,Weightlifting,"Middleweight, Men",29924,Benjamin Fafale,56660,22,,FALSE
1992 Summer Olympics,23,SOL,Weightlifting,"Middleweight, Men",30014,Leslie Ata,56659,29,,FALSE
1996 Summer Olympics,24,SOL,Weightlifting,"Featherweight, Men",30086,Tony Analau,56658,DNF,,FALSE
2008 Summer Olympics,53,SOL,Weightlifting,"Lightweight, Women",263087,Wendy Hale,116264,11,,FALSE
2012 Summer Olympics,54,SOL,Weightlifting,"Lightweight, Women",331027,Jenly Tegu Wini,124792,15,,FALSE
2016 Summer Olympics,59,SOL,Weightlifting,"Lightweight, Women",354380,Jenly Tegu Wini,124792,15,,FALSE
2020 Summer Olympics,61,SOL,Weightlifting,"Featherweight, Women",19002092,Mary Lifu,146571,14,,FALSE
1948 Summer Olympics,12,NZL,Weightlifting,"Bantamweight, Men",28898,Maurice Crow,56447,8,,FALSE
1952 Summer Olympics,13,NZL,Weightlifting,"Heavyweight, Men",29073,Harold Cleghorn,56446,7,,FALSE
1956 Summer Olympics,14,NZL,Weightlifting,"Heavyweight, Men",29172,Hugh Jones,56449,8,,FALSE
1960 Summer Olympics,15,NZL,Weightlifting,"Heavyweight, Men",29270,Don Oliver,56452,13,,FALSE
1964 Summer Olympics,16,NZL,Weightlifting,"Heavyweight, Men",29369,Don Oliver,56452,9,,FALSE
1968 Summer Olympics,17,NZL,Weightlifting,"Light-Heavyweight, Men",29442,John Bolton,56445,16,,FALSE
1968 Summer Olympics,17,NZL,Weightlifting,"Heavyweight, Men",29473,Don Oliver,56452,8,,FALSE
1972 Summer Olympics,18,NZL,Weightlifting,"Middleweight, Men",29545,Tony Ebert,56448,17,,FALSE
1972 Summer Olympics,18,NZL,Weightlifting,"Light-Heavyweight, Men",29560,Brian Marsden,56450,12,,FALSE
1972 Summer Olympics,18,NZL,Weightlifting,"Middle-Heavyweight, Men",29575,John Bolton,56445,DNF,,FALSE
1976 Summer Olympics,19,NZL,Weightlifting,"Lightweight, Men",29647,Phillip Sue,56453,DNF,,FALSE
1976 Summer Olympics,19,NZL,Weightlifting,"Middle-Heavyweight, Men",29674,Brian Marsden,56450,11,,FALSE
1976 Summer Olympics,19,NZL,Weightlifting,"Heavyweight, Men",29684,Rory Barrett,56442,15,,FALSE
1984 Summer Olympics,21,NZL,Weightlifting,"Light-Heavyweight, Men",29843,Allister Nalder,56451,8,,FALSE
1984 Summer Olympics,21,NZL,Weightlifting,"Light-Heavyweight, Men",29843,Michael Bernard,56443,10,,FALSE
1984 Summer Olympics,21,NZL,Weightlifting,"Heavyweight I, Men",29861,Kevin Blake,56444,9,,FALSE
1988 Summer Olympics,22,NZL,Weightlifting,"Heavyweight I, Men",29951,Kevin Blake,56444,DNF,,FALSE
2000 Summer Olympics,25,NZL,Weightlifting,"Super-Heavyweight, Men",30224,Nigel Avery,94976,17,,FALSE
2000 Summer Olympics,25,NZL,Weightlifting,"Super-Heavyweight, Women",30287,Olivia Baker,94977,8,,FALSE
2008 Summer Olympics,53,NZL,Weightlifting,"Lightweight, Men",263015,Mark Spooner,116345,19,,FALSE
2008 Summer Olympics,53,NZL,Weightlifting,"Middleweight, Men",263024,Richie Patterson,116369,21,,FALSE
2012 Summer Olympics,54,NZL,Weightlifting,"Light-Heavyweight, Men",331081,Richie Patterson,116369,11,,FALSE
2016 Summer Olympics,59,NZL,Weightlifting,"Light-Heavyweight, Men",354326,Richie Patterson,116369,15,,FALSE
2016 Summer Olympics,59,NZL,Weightlifting,"Super-Heavyweight, Women",354416,Tracey Lambrechs,131332,13,,FALSE
2020 Summer Olympics,61,NZL,Weightlifting,"Light-Heavyweight, Men",19002047,Cam McTaggart,2104038,11,,FALSE
2020 Summer Olympics,61,NZL,Weightlifting,"Super-Heavyweight, Men",19002074,David Liti,145838,5,,FALSE
2020 Summer Olympics,61,NZL,Weightlifting,"Light-Heavyweight, Women",19002119,Megan Signal,1900071,DNS,,FALSE
2020 Summer Olympics,61,NZL,Weightlifting,"Heavyweight, Women",19002128,Kanah Andrews-Nahu,2505690,13,,FALSE
2020 Summer Olympics,61,NZL,Weightlifting,"Super-Heavyweight, Women",19002137,Laurel Hubbard,145773,DNF,,FALSE
1952 Summer Olympics,13,SGP,Weightlifting,"Bantamweight, Men",28984,Lon bin Mohamed Noor,56650,8,,FALSE
1952 Summer Olympics,13,SGP,Weightlifting,"Featherweight, Men",28998,Chay Weng Yew,56647,6,,FALSE
1952 Summer Olympics,13,SGP,Weightlifting,"Lightweight, Men",29012,Thong Saw Pak,56652,DNF,,FALSE
1956 Summer Olympics,14,SGP,Weightlifting,"Featherweight, Men",29101,Tan Ser Cher,56651,7,,FALSE
1956 Summer Olympics,14,SGP,Weightlifting,"Lightweight, Men",29115,Tiger Tan,56344,9,,FALSE
1956 Summer Olympics,14,SGP,Weightlifting,"Middleweight, Men",29129,Wong Kay Poh,56654,9,,FALSE
1960 Summer Olympics,15,SGP,Weightlifting,"Lightweight, Men",29214,Tiger Tan,56344,2,Silver,FALSE
1968 Summer Olympics,17,SGP,Weightlifting,"Bantamweight, Men",29384,Tung Chye Hong,56653,12,,FALSE
1968 Summer Olympics,17,SGP,Weightlifting,"Featherweight, Men",29398,Chua Phung Kim,56649,DNF,,FALSE
1976 Summer Olympics,19,SGP,Weightlifting,"Featherweight, Men",29637,Chua Koon Siong,56648,12,,FALSE
2012 Summer Olympics,54,SGP,Weightlifting,"Featherweight, Women",331009,Helena Wong,120271,13,,FALSE
1960 Summer Olympics,15,SUD,Weightlifting,"Lightweight, Men",29214,Ibrahim Mitwalli,56664,25,,FALSE
1960 Summer Olympics,15,SUD,Weightlifting,"Middleweight, Men",29228,Mirza Adil,56663,20,,FALSE
1972 Summer Olympics,18,SUD,Weightlifting,"Bantamweight, Men",29502,Samson Sabit Wanni,56665,20,,FALSE
1992 Summer Olympics,23,SUD,Weightlifting,"Middleweight, Men",30014,Mubarak Fadl El-Moula,102379,AC,,FALSE
2008 Summer Olympics,53,TJK,Weightlifting,"Lightweight, Men",263015,Nizom Sangov,116348,22,,FALSE
1984 Summer Olympics,21,SRI,Weightlifting,"Flyweight, Men",29797,Sunil Munic Silva,56661,16,,FALSE
1992 Summer Olympics,23,SRI,Weightlifting,"Flyweight, Men",29978,Ansela Marlen Wijewickrema,56662,12,,FALSE
2008 Summer Olympics,53,SRI,Weightlifting,"Lightweight, Men",263015,Chinthana Vidanage,116340,14,,FALSE
2016 Summer Olympics,59,SRI,Weightlifting,"Featherweight, Men",354299,Anton Kurukulasooriyage,135917,DNF,,FALSE
1980 Summer Olympics,20,SYR,Weightlifting,"Flyweight, Men",29702,Imade Kadro,56759,14,,FALSE
1980 Summer Olympics,20,SYR,Weightlifting,"Featherweight, Men",29722,Faouaz Nadirin,56760,13,,FALSE
1980 Summer Olympics,20,SYR,Weightlifting,"Light-Heavyweight, Men",29751,Salem Ajjoub,56756,14,,FALSE
1980 Summer Olympics,20,SYR,Weightlifting,"Super-Heavyweight, Men",29788,Talal Najjar,56761,8,,FALSE
1984 Summer Olympics,21,SYR,Weightlifting,"Middle-Heavyweight, Men",29852,Salem Ajjoub,56756,20,,FALSE
1984 Summer Olympics,21,SYR,Weightlifting,"Heavyweight II, Men",29870,Abuaihuda Ozon,56762,10,,FALSE
1988 Summer Olympics,22,SYR,Weightlifting,"Middle-Heavyweight, Men",29942,Mohamed Fayad,56758,15,,FALSE
1996 Summer Olympics,24,SYR,Weightlifting,"Lightweight, Men",30095,Abdalla Al-Sebaei,56757,22,,FALSE
2008 Summer Olympics,53,SYR,Weightlifting,"Heavyweight, Men",263051,Ahed Joughili,116412,11,,FALSE
2012 Summer Olympics,54,SYR,Weightlifting,"Heavyweight, Men",331117,Ahed Joughili,116412,4,,FALSE
2012 Summer Olympics,54,SYR,Weightlifting,"Heavyweight, Women",331090,Thuraia Sobh,120088,8,,FALSE
2016 Summer Olympics,59,SYR,Weightlifting,"Super-Heavyweight, Men",354353,Man Asaad,136036,15,,FALSE
2020 Summer Olympics,61,SYR,Weightlifting,"Super-Heavyweight, Men",19002074,Man Asaad,136036,3,Bronze,FALSE
1896 Summer Olympics,1,GER,Weightlifting,"Unlimited, Two Hands, Men",28511,Carl Schuhmann,70502,4,,FALSE
1928 Summer Olympics,9,GER,Weightlifting,"Featherweight, Men",28688,Hans Wölpert,55875,3,Bronze,FALSE
1928 Summer Olympics,9,GER,Weightlifting,"Featherweight, Men",28688,Eugen Mühlberger,55848,11,,FALSE
1928 Summer Olympics,9,GER,Weightlifting,"Lightweight, Men",28702,Kurt Helbig,55827,1,Gold,FALSE
1928 Summer Olympics,9,GER,Weightlifting,"Lightweight, Men",28702,Willi Reinfrank,55858,5,,FALSE
1928 Summer Olympics,9,GER,Weightlifting,"Middleweight, Men",28716,Franz Zinner,55877,4,,FALSE
1928 Summer Olympics,9,GER,Weightlifting,"Middleweight, Men",28716,Willi Hoffmann,55828,6,,FALSE
